chapter_name,sentence_number,token_number,word,lemma,part-of-speech,syntax,cue,scope,event,pred,error_type,error_category
cardboard,41_1,8,of,of,IN,(PP*,_,of,_,of,_,Adj_to_clause
cardboard,41_1,9,Henry,Henry,NNP,(NP*,_,Henry,_,Henry,_,Adj_to_clause
cardboard,41_1,10,Ward,Ward,NNP,*,_,Ward,_,Ward,_,Adj_to_clause
cardboard,41_1,11,Beecher,Beecher,NNP,*)),_,Beecher,_,Beecher,_,Adj_to_clause
cardboard,41_1,12,which,which,WDT,(SBAR(WHNP*),_,which,_,_,FN,Adj_to_clause
cardboard,41_1,13,stands,stand,VBZ,(S(VP*,_,stands,_,_,FN,Adj_to_clause
cardboard,41_1,14,upon,upon,IN,(PP*,_,upon,_,_,FN,Adj_to_clause
cardboard,41_1,15,the,the,DT,(NP(NP*,_,the,_,_,FN,Adj_to_clause
cardboard,41_1,16,top,top,NN,*),_,top,_,_,FN,Adj_to_clause
cardboard,41_1,17,of,of,IN,(PP*,_,of,_,_,FN,Adj_to_clause
cardboard,41_1,18,your,your,PRP$,(NP*,_,your,_,_,FN,Adj_to_clause
cardboard,41_1,19,books,book,NNS,*)))))))))),_,books,_,_,FN,Adj_to_clause
cardboard,41_1,20,.,.,.,*),_,_,_,_,_,Adj_to_clause
wisteria01,145_1,0,There,There,EX,(S(NP*),_,There,_,There,_,Pred_exp_OOS
wisteria01,145_1,1,was,be,VBD,(VP*,_,was,_,was,_,Pred_exp_OOS
wisteria01,145_1,2,no,no,DT,(NP*,no,_,_,_,_,Pred_exp_OOS
wisteria01,145_1,3,answer,answer,NN,*)),_,answer,answer,_,FN,Pred_exp_OOS
wisteria01,145_1,4,.,.,.,*),_,_,_,_,_,Pred_exp_OOS
wisteria02,264_1,0,There,There,EX,(S(NP*),_,There,_,There,_,No_pattern
wisteria02,264_1,1,is,be,VBZ,(VP*,_,is,_,is,_,No_pattern
wisteria02,264_1,2,nothing,nothing,NN,(NP(NP*),nothing,_,_,_,_,No_pattern
wisteria02,264_1,3,upon,upon,IN,(SBAR(WHPP*,_,upon,_,upon,_,No_pattern
wisteria02,264_1,4,which,which,WDT,(WHNP*)),_,which,_,which,_,No_pattern
wisteria02,264_1,5,we,we,PRP,(S(NP*),_,we,_,we,_,No_pattern
wisteria02,264_1,6,can,can,MD,(VP*,_,can,can,can,_,No_pattern
wisteria02,264_1,7,apply,apply,VB,(VP*,_,apply,_,apply,_,No_pattern
wisteria02,264_1,8,for,for,IN,(PP*,_,for,_,for,_,No_pattern
wisteria02,264_1,9,a,a,DT,(NP*,_,a,_,a,_,No_pattern
wisteria02,264_1,10,warrant,warrant,NN,*)))))))),_,warrant,_,_,FN,No_pattern
wisteria02,264_1,11,.,.,.,*),_,_,_,_,_,No_pattern
wisteria01,60_1,0,Our,Our,PRP$,(S(NP*,_,_,_,_,_,Pro_aff_miss
wisteria01,60_1,1,client,client,NN,*),_,_,_,_,_,Pro_aff_miss
wisteria01,60_1,2,looked,look,VBD,(VP*,_,_,_,_,_,Pro_aff_miss
wisteria01,60_1,3,down,down,RB,(ADVP*),_,_,_,_,_,Pro_aff_miss
wisteria01,60_1,4,with,with,IN,(PP*,_,_,_,_,_,Pro_aff_miss
wisteria01,60_1,5,a,a,DT,(NP(NP*,_,_,_,_,_,Pro_aff_miss
wisteria01,60_1,6,rueful,rueful,JJ,*,_,_,_,_,_,Pro_aff_miss
wisteria01,60_1,7,face,face,NN,*),_,_,_,_,_,Pro_aff_miss
wisteria01,60_1,8,at,at,IN,(PP*,_,_,_,_,_,Pro_aff_miss
wisteria01,60_1,9,his,his,PRP$,(NP*,_,his,_,_,FN,Pro_aff_miss
wisteria01,60_1,10,own,own,JJ,*,_,own,_,_,FN,Pro_aff_miss
wisteria01,60_1,11,unconventional,unconventional,JJ,*,un,conventional,conventional,unconventional,_,Pro_aff_miss
wisteria01,60_1,12,appearance,appearance,NN,*))))),_,appearance,_,appearance,_,Pro_aff_miss
wisteria01,60_1,13,.,.,.,*),_,_,_,_,_,Pro_aff_miss
cardboard,322_1,0,This,This,DT,(S(NP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,1,quarrel,quarrel,VB,*),_,_,_,_,_,Aff_skipped
cardboard,322_1,2,had,have,VBD,(VP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,3,put,put,VBN,(VP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,4,a,a,DT,(NP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,5,stop,stop,NN,*),_,_,_,_,_,Aff_skipped
cardboard,322_1,6,to,to,TO,(PP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,7,all,all,DT,(NP(NP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,8,communications,communication,NNS,*),_,_,_,_,_,Aff_skipped
cardboard,322_1,9,for,for,IN,(PP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,10,some,some,DT,(NP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,11,months,month,NNS,*)))),_,_,_,_,_,Aff_skipped
cardboard,322_1,12,",",",",",",*,_,_,_,_,_,Aff_skipped
cardboard,322_1,13,so,so,RB,(SBAR*,_,_,_,_,_,Aff_skipped
cardboard,322_1,14,that,that,IN,*,_,_,_,_,_,Aff_skipped
cardboard,322_1,15,if,if,IN,(S(SBAR*,_,_,_,_,_,Aff_skipped
cardboard,322_1,16,Browner,Browner,NNP,(S(NP*),_,_,_,_,_,Aff_skipped
cardboard,322_1,17,had,have,VBD,(VP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,18,occasion,occasion,VB,(VP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,19,to,to,TO,(S(VP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,20,address,address,VB,(VP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,21,a,a,DT,(NP(NP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,22,packet,packet,NN,*),_,_,_,_,_,Aff_skipped
cardboard,322_1,23,to,to,TO,(PP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,24,Miss,Miss,NNP,(NP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,25,Sarah,Sarah,NNP,*)))))))))),_,_,_,_,_,Aff_skipped
cardboard,322_1,26,",",",",",",*,_,_,_,_,_,Aff_skipped
cardboard,322_1,27,he,he,PRP,(NP*),_,_,_,_,_,Aff_skipped
cardboard,322_1,28,would,would,MD,(VP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,29,undoubtedly,undoubtedly,RB,(ADVP*),un,doubtedly,doubtedly,_,FN,Aff_skipped
cardboard,322_1,30,have,have,VB,(VP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,31,done,do,VBN,(VP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,32,so,so,RB,(ADVP*),_,_,_,_,_,Aff_skipped
cardboard,322_1,33,to,to,TO,(PP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,34,her,her,PRP$,(NP*,_,_,_,_,_,Aff_skipped
cardboard,322_1,35,old,old,JJ,*,_,_,_,_,_,Aff_skipped
cardboard,322_1,36,address,address,NN,*))))))))),_,_,_,_,_,Aff_skipped
cardboard,322_1,37,.,.,.,*),_,_,_,_,_,Aff_skipped
circle02,133_1,0,``,``,``,(S*,_,_,_,_,_,MC_and_SC
circle02,133_1,1,He,He,PRP,(S(NP*),_,_,_,_,_,MC_and_SC
circle02,133_1,2,was,be,VBD,(VP*,_,_,_,_,_,MC_and_SC
circle02,133_1,3,a,a,DT,(NP(NP*,_,_,_,_,_,MC_and_SC
circle02,133_1,4,devil,devil,NN,*),_,_,_,_,_,MC_and_SC
circle02,133_1,5,and,and,CC,*,_,_,_,_,_,MC_and_SC
circle02,133_1,6,a,a,DT,(NP*,_,_,_,_,_,MC_and_SC
circle02,133_1,7,monster,monster,NN,*)))),_,_,_,_,_,MC_and_SC
circle02,133_1,8,",",",",",",*,_,_,_,_,_,MC_and_SC
circle02,133_1,9,and,and,CC,*,_,_,_,_,_,MC_and_SC
circle02,133_1,10,there,there,EX,(S(NP*),_,there,_,there,_,MC_and_SC
circle02,133_1,11,can,can,MD,(VP*,_,can,can,can,_,MC_and_SC
circle02,133_1,12,be,be,VB,(VP*,_,be,_,be,_,MC_and_SC
circle02,133_1,13,no,no,DT,(NP(NP*,no,_,_,_,_,MC_and_SC
circle02,133_1,14,judge,judge,NN,*),_,judge,_,judge,_,MC_and_SC
circle02,133_1,15,in,in,IN,(PP*,_,in,_,in,_,MC_and_SC
circle02,133_1,16,the,the,DT,(NP*,_,the,_,the,_,MC_and_SC
circle02,133_1,17,world,world,NN,*)),_,world,_,world,_,MC_and_SC
circle02,133_1,18,who,who,WP,(SBAR(WHNP*),_,who,_,who,_,MC_and_SC
circle02,133_1,19,would,would,MD,(S(VP*,_,would,_,would,_,MC_and_SC
circle02,133_1,20,punish,punish,VB,(VP*,_,punish,_,punish,_,MC_and_SC
circle02,133_1,21,my,my,PRP$,(NP*,_,my,_,my,_,MC_and_SC
circle02,133_1,22,husband,husband,NN,*),_,husband,_,husband,_,MC_and_SC
circle02,133_1,23,for,for,IN,(PP*,_,for,_,_,FN,MC_and_SC
circle02,133_1,24,having,have,VBG,(S(VP*,_,having,_,_,FN,MC_and_SC
circle02,133_1,25,killed,kill,VBD,(VP*,_,killed,_,_,FN,MC_and_SC
circle02,133_1,26,him,him,PRP,(NP*))))))))))))),_,him,_,_,FN,MC_and_SC
circle02,133_1,27,.,.,.,*,_,_,_,_,_,MC_and_SC
circle02,133_1,28,'','','',*),_,_,_,_,_,MC_and_SC
wisteria02,146_1,0,``,``,``,(S*,_,_,_,_,_,MC_and_SC
wisteria02,146_1,1,I,I,PRP,(S(NP*),_,_,_,_,_,MC_and_SC
wisteria02,146_1,2,have,have,VBP,(VP*,_,_,_,_,_,MC_and_SC
wisteria02,146_1,3,looked,look,VBN,(VP*,_,_,_,_,_,MC_and_SC
wisteria02,146_1,4,into,into,IN,(PP*,_,_,_,_,_,MC_and_SC
wisteria02,146_1,5,this,this,DT,(NP*,_,_,_,_,_,MC_and_SC
wisteria02,146_1,6,case,case,NN,*)),_,_,_,_,_,MC_and_SC
wisteria02,146_1,7,with,with,IN,(PP*,_,_,_,_,_,MC_and_SC
wisteria02,146_1,8,some,some,DT,(NP*,_,_,_,_,_,MC_and_SC
wisteria02,146_1,9,care,care,NN,*))))),_,_,_,_,_,MC_and_SC
wisteria02,146_1,10,",",",",",",*,_,_,_,_,_,MC_and_SC
wisteria02,146_1,11,and,and,CC,*,_,_,_,_,_,MC_and_SC
wisteria02,146_1,12,I,I,PRP,(S(NP*),_,I,_,_,FN,MC_and_SC
wisteria02,146_1,13,am,be,VBP,(VP*,_,am,_,_,FN,MC_and_SC
wisteria02,146_1,14,not,not,RB,*,not,_,_,_,_,MC_and_SC
wisteria02,146_1,15,convinced,convinced,VBN,(ADJP*,_,convinced,convinced,convinced,_,MC_and_SC
wisteria02,146_1,16,that,that,IN,(SBAR*,_,that,_,that,_,MC_and_SC
wisteria02,146_1,17,you,you,PRP,(S(NP*),_,you,_,you,_,MC_and_SC
wisteria02,146_1,18,are,be,VBP,(VP*,_,are,_,are,_,MC_and_SC
wisteria02,146_1,19,on,on,IN,(PP*,_,on,_,on,_,MC_and_SC
wisteria02,146_1,20,the,the,DT,(NP*,_,the,_,the,_,MC_and_SC
wisteria02,146_1,21,right,right,JJ,*,_,right,_,right,_,MC_and_SC
wisteria02,146_1,22,lines,line,NNS,*)))))))),_,lines,_,lines,_,MC_and_SC
wisteria02,146_1,23,.,.,.,*),_,_,_,_,_,MC_and_SC
circle02,131_1,0,But,But,CC,(S*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,1,if,if,IN,(SBAR*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,2,you,you,PRP,(S(NP*),_,_,_,_,_,Pred_exp_OOS
circle02,131_1,3,think,think,VBP,(VP*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,4,that,that,IN,(SBAR*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,5,he,he,PRP,(S(NP*),_,_,_,_,_,Pred_exp_OOS
circle02,131_1,6,has,have,VBZ,(VP*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,7,acted,act,VBN,(VP*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,8,from,from,IN,(PP*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,9,motives,motive,NNS,(NP*)),_,_,_,_,_,Pred_exp_OOS
circle02,131_1,10,which,which,WDT,(SBAR(SBAR(WHNP*),_,which,_,which,_,Pred_exp_OOS
circle02,131_1,11,are,be,VBP,(S(VP*,_,are,_,are,_,Pred_exp_OOS
circle02,131_1,12,not,not,RB,*,not,_,_,_,_,Pred_exp_OOS
circle02,131_1,13,criminal,criminal,JJ,(ADJP*)))),_,criminal,_,_,FN,Pred_exp_OOS
circle02,131_1,14,",",",",",",*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,15,and,and,CC,*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,16,which,which,WDT,(SBAR(WHNP*),_,_,_,_,_,Pred_exp_OOS
circle02,131_1,17,he,he,PRP,(S(NP*),_,_,_,_,_,Pred_exp_OOS
circle02,131_1,18,would,would,MD,(VP*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,19,wish,wish,VB,(VP*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,20,to,to,TO,(S(VP*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,21,have,have,VB,(VP*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,22,known,know,VBN,(ADJP*)))))))))))))))),_,_,_,_,_,Pred_exp_OOS
circle02,131_1,23,",",",",",",*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,24,then,then,RB,(ADVP*),_,_,_,_,_,Pred_exp_OOS
circle02,131_1,25,you,you,PRP,(NP*),_,_,_,_,_,Pred_exp_OOS
circle02,131_1,26,can,can,MD,(VP*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,27,not,not,RB,*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,28,serve,serve,VB,(VP*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,29,him,him,PRP,(NP*),_,_,_,_,_,Pred_exp_OOS
circle02,131_1,30,better,good,RBR,(ADVP(ADVP*),_,_,_,_,_,Pred_exp_OOS
circle02,131_1,31,than,than,IN,(PP*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,32,by,by,IN,(PP*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,33,telling,tell,VBG,(S(VP*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,34,us,us,PRP,(NP*),_,_,_,_,_,Pred_exp_OOS
circle02,131_1,35,the,the,DT,(NP*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,36,whole,whole,JJ,*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,37,story,story,NN,*)))))))),_,_,_,_,_,Pred_exp_OOS
circle02,131_1,38,.,.,.,*,_,_,_,_,_,Pred_exp_OOS
circle02,131_1,39,'','','',*),_,_,_,_,_,Pred_exp_OOS
circle01,126_2,0,You,You,PRP,(S(S(NP*),_,_,_,_,_,Adj_to_clause
circle01,126_2,1,have,have,VBP,(VP*,_,_,_,_,_,Adj_to_clause
circle01,126_2,2,received,receive,VBN,(VP*,_,_,_,_,_,Adj_to_clause
circle01,126_2,3,your,your,PRP$,(NP*,_,_,_,_,_,Adj_to_clause
circle01,126_2,4,rent,rent,NN,*)))),_,_,_,_,_,Adj_to_clause
circle01,126_2,5,",",",",",",*,_,_,_,_,_,Adj_to_clause
circle01,126_2,6,and,and,CC,*,_,_,_,_,_,Adj_to_clause
circle01,126_2,7,he,he,PRP,(S(NP*),_,_,_,_,_,Adj_to_clause
circle01,126_2,8,is,be,VBZ,(VP*,_,_,_,_,_,Adj_to_clause
circle01,126_2,9,not,not,RB,*,_,_,_,_,_,Adj_to_clause
circle01,126_2,10,a,a,DT,(NP*,_,_,_,_,_,Adj_to_clause
circle01,126_2,11,troublesome,troublesome,JJ,*,_,_,_,_,_,Adj_to_clause
circle01,126_2,12,lodger,lodger,NN,*),_,_,_,_,_,Adj_to_clause
circle01,126_2,13,",",",",",",*,_,_,_,_,_,Adj_to_clause
circle01,126_2,14,though,though,IN,(SBAR*,_,_,_,_,_,Adj_to_clause
circle01,126_2,15,he,he,PRP,(S(NP*),_,he,_,_,FN,Adj_to_clause
circle01,126_2,16,is,be,VBZ,(VP*,_,is,_,_,FN,Adj_to_clause
circle01,126_2,17,certainly,certainly,RB,(ADVP*),_,_,_,_,_,Adj_to_clause
circle01,126_2,18,an,an,DT,(NP*,_,an,_,an,_,Adj_to_clause
circle01,126_2,19,unusual,unusual,JJ,*,un,usual,usual,unusual,_,Adj_to_clause
circle01,126_2,20,one,one,CD,*)))))),_,one,_,one,_,Adj_to_clause
circle01,126_2,21,.,.,.,*),_,_,_,_,_,Adj_to_clause
wisteria01,248_2,0,``,``,``,(SINV*,_,_,_,_,_,Aff_skipped
wisteria01,248_2,1,Remarkable,Remarkable,JJ,(S(UCP(ADJP*),_,_,_,_,_,Aff_skipped
wisteria01,248_2,2,",",",",",",*,_,_,_,_,_,Aff_skipped
wisteria01,248_2,3,but,but,CC,*,_,_,_,_,_,Aff_skipped
wisteria01,248_2,4,by,by,IN,(PP*,_,_,_,_,_,Aff_skipped
wisteria01,248_2,5,no,no,DT,(NP(NP*,_,_,_,_,_,Aff_skipped
wisteria01,248_2,6,means,mean,NNS,*),_,_,_,_,_,Aff_skipped
wisteria01,248_2,7,impossible,impossible,JJ,(ADJP*))))),im,possible,possible,_,FN,Aff_skipped
wisteria01,248_2,8,",",",",",",*,_,_,_,_,_,Aff_skipped
wisteria01,248_2,9,'','','',*,_,_,_,_,_,Aff_skipped
wisteria01,248_2,10,said,say,VBD,(VP*),_,_,_,_,_,Aff_skipped
wisteria01,248_2,11,Holmes,Holmes,NNP,(NP(NP*),_,_,_,_,_,Aff_skipped
wisteria01,248_2,12,",",",",",",*,_,_,_,_,_,Aff_skipped
wisteria01,248_2,13,smiling,smile,VBG,(NP*)),_,_,_,_,_,Aff_skipped
wisteria01,248_2,14,.,.,.,*),_,_,_,_,_,Aff_skipped
wisteria01,95_1,0,I,I,PRP,(S(NP*),_,_,_,_,_,Wrong_subj
wisteria01,95_1,1,think,think,VBP,(VP*,_,_,_,_,_,Wrong_subj
wisteria01,95_1,2,",",",",",",*,_,_,_,_,_,Wrong_subj
wisteria01,95_1,3,Watson,Watson,NNP,(NP*),_,_,_,_,_,Wrong_subj
wisteria01,95_1,4,",",",",",",*,_,_,_,_,_,Wrong_subj
wisteria01,95_1,5,a,a,DT,(SBAR(S(NP*,_,a,_,_,FN,Wrong_subj
wisteria01,95_1,6,brandy,brandy,NN,*,_,brandy,_,_,FN,Wrong_subj
wisteria01,95_1,7,and,and,CC,*,_,and,_,_,FN,Wrong_subj
wisteria01,95_1,8,soda,soda,NN,*),_,soda,_,soda,_,Wrong_subj
wisteria01,95_1,9,would,would,MD,(VP*,_,would,_,would,_,Wrong_subj
wisteria01,95_1,10,do,do,VB,(VP*,_,do,_,do,_,Wrong_subj
wisteria01,95_1,11,him,him,PRP,(NP*),_,him,_,him,_,Wrong_subj
wisteria01,95_1,12,no,no,DT,(NP*,no,_,_,_,_,Wrong_subj
wisteria01,95_1,13,harm,harm,NN,*)))))),_,harm,_,harm,_,Wrong_subj
wisteria01,95_1,14,.,.,.,*),_,_,_,_,_,Wrong_subj
circle02,40_1,0,``,``,``,(S*,_,_,_,_,_,No_pattern
circle02,40_1,1,I,I,PRP,(S(NP*),_,_,_,_,_,No_pattern
circle02,40_1,2,expect,expect,VBP,(VP*,_,_,_,_,_,No_pattern
circle02,40_1,3,",",",",",",*,_,_,_,_,_,No_pattern
circle02,40_1,4,as,as,IN,(PP*,_,_,_,_,_,No_pattern
circle02,40_1,5,usual,usual,JJ,(ADJP*)))),_,_,_,_,_,No_pattern
circle02,40_1,6,",",",",",",*,_,_,_,_,_,No_pattern
circle02,40_1,7,he,he,PRP,(NP*),_,_,_,_,_,No_pattern
circle02,40_1,8,knows,know,VBZ,(VP*,_,_,_,_,_,No_pattern
circle02,40_1,9,a,a,DT,(NP*,_,_,_,_,_,No_pattern
circle02,40_1,10,good,good,JJ,*,_,_,_,_,_,No_pattern
circle02,40_1,11,deal,deal,NN,*,_,_,_,_,_,No_pattern
circle02,40_1,12,that,that,IN,(SBAR*,_,that,_,_,FN,No_pattern
circle02,40_1,13,we,we,PRP,(S(NP*),_,we,_,we,_,No_pattern
circle02,40_1,14,do,do,VBP,(VP*,_,do,_,do,_,No_pattern
circle02,40_1,15,n't,n't,RB,*))))),n't,_,_,_,_,No_pattern
circle02,40_1,16,.,.,.,*,_,_,_,_,_,No_pattern
circle02,40_1,17,'','','',*),_,_,_,_,_,No_pattern
wisteria02,393_1,0,I,I,PRP,(S(NP*),_,I,_,I,_,PP_skipped
wisteria02,393_1,1,have,have,VBP,(VP*,_,have,have,have,_,PP_skipped
wisteria02,393_1,2,no,no,DT,(NP*,no,_,_,_,_,PP_skipped
wisteria02,393_1,3,doubt,doubt,NN,*,_,doubt,_,doubt,_,PP_skipped
wisteria02,393_1,4,that,that,IN,(SBAR*,_,that,_,that,_,PP_skipped
wisteria02,393_1,5,there,there,EX,(S(NP*),_,there,_,there,_,PP_skipped
wisteria02,393_1,6,were,be,VBD,(VP*,_,were,_,were,_,PP_skipped
wisteria02,393_1,7,times,time,NNS,(NP(NP*),_,times,_,times,_,PP_skipped
wisteria02,393_1,8,when,when,WRB,(SBAR(WHADVP*),_,when,_,when,_,PP_skipped
wisteria02,393_1,9,my,my,PRP$,(S(NP*,_,my,_,my,_,PP_skipped
wisteria02,393_1,10,life,life,NN,*),_,life,_,life,_,PP_skipped
wisteria02,393_1,11,hung,hung,VBN,(VP*,_,hung,_,hung,_,PP_skipped
wisteria02,393_1,12,in,in,IN,(PP*,_,in,_,_,FN,PP_skipped
wisteria02,393_1,13,the,the,DT,(NP*,_,the,_,_,FN,PP_skipped
wisteria02,393_1,14,balance,balance,NN,*))))))))))),_,balance,_,_,FN,PP_skipped
wisteria02,393_1,15,.,.,.,*),_,_,_,_,_,PP_skipped
wisteria02,420_1,0,``,``,``,(S*,_,_,_,_,_,PP_skipped
wisteria02,420_1,1,It,It,PRP,(NP*),_,It,_,It,_,PP_skipped
wisteria02,420_1,2,will,will,MD,(VP*,_,will,_,will,_,PP_skipped
wisteria02,420_1,3,not,not,RB,*,not,_,_,_,_,PP_skipped
wisteria02,420_1,4,be,be,VB,(VP*,_,be,_,be,_,PP_skipped
wisteria02,420_1,5,possible,possible,JJ,(ADJP*),_,possible,_,possible,_,PP_skipped
wisteria02,420_1,6,for,for,IN,(SBAR*,_,for,_,for,_,PP_skipped
wisteria02,420_1,7,you,you,PRP,(S(NP*),_,you,_,you,_,PP_skipped
wisteria02,420_1,8,to,to,TO,(VP*,_,to,_,to,_,PP_skipped
wisteria02,420_1,9,present,present,VB,(VP*,_,present,_,present,_,PP_skipped
wisteria02,420_1,10,in,in,IN,(PP*,_,in,_,in,_,PP_skipped
wisteria02,420_1,11,that,that,DT,(NP(NP*,_,that,_,that,_,PP_skipped
wisteria02,420_1,12,compact,compact,JJ,*,_,compact,_,compact,_,PP_skipped
wisteria02,420_1,13,form,form,NN,*),_,form,_,form,_,PP_skipped
wisteria02,420_1,14,which,which,WDT,(SBAR(WHNP*),_,which,_,which,_,PP_skipped
wisteria02,420_1,15,is,be,VBZ,(S(VP*,_,is,_,is,_,PP_skipped
wisteria02,420_1,16,dear,dear,RB,(ADJP*,_,dear,_,dear,_,PP_skipped
wisteria02,420_1,17,to,to,TO,(PP*,_,to,_,_,FN,PP_skipped
wisteria02,420_1,18,your,your,PRP$,(NP*,_,your,_,_,FN,PP_skipped
wisteria02,420_1,19,heart,heart,NN,*)))))))))))))),_,heart,_,_,FN,PP_skipped
wisteria02,420_1,20,.,.,.,*),_,_,_,_,_,PP_skipped
cardboard,199_1,0,I,I,PRP,(S(S(NP*),_,_,_,_,_,PP_skipped
cardboard,199_1,1,stared,star,VBD,(VP*,_,_,_,_,_,PP_skipped
cardboard,199_1,2,hard,hard,RB,(ADVP*),_,_,_,_,_,PP_skipped
cardboard,199_1,3,myself,myself,PRP,(NP*),_,_,_,_,_,PP_skipped
cardboard,199_1,4,at,at,IN,(PP*,_,_,_,_,_,PP_skipped
cardboard,199_1,5,her,her,PRP$,(NP(NP*,_,_,_,_,_,PP_skipped
cardboard,199_1,6,flat,flat,JJ,*,_,_,_,_,_,PP_skipped
cardboard,199_1,7,",",",",",",*,_,_,_,_,_,PP_skipped
cardboard,199_1,8,grizzled,grizzled,JJ,*,_,_,_,_,_,PP_skipped
cardboard,199_1,9,hair,hair,NN,*),_,_,_,_,_,PP_skipped
cardboard,199_1,10,",",",",",",*,_,_,_,_,_,PP_skipped
cardboard,199_1,11,her,her,PRP$,(NP*,_,_,_,_,_,PP_skipped
cardboard,199_1,12,trim,trim,JJ,*,_,_,_,_,_,PP_skipped
cardboard,199_1,13,cap,cap,NN,*),_,_,_,_,_,PP_skipped
cardboard,199_1,14,",",",",",",*,_,_,_,_,_,PP_skipped
cardboard,199_1,15,her,her,PRP$,(NP*,_,_,_,_,_,PP_skipped
cardboard,199_1,16,little,little,JJ,*,_,_,_,_,_,PP_skipped
cardboard,199_1,17,gilt,gilt,NN,*,_,_,_,_,_,PP_skipped
cardboard,199_1,18,earrings,earring,NNS,*),_,_,_,_,_,PP_skipped
cardboard,199_1,19,",",",",",",*,_,_,_,_,_,PP_skipped
cardboard,199_1,20,her,her,PRP$,(NP*,_,_,_,_,_,PP_skipped
cardboard,199_1,21,placid,placid,JJ,*,_,_,_,_,_,PP_skipped
cardboard,199_1,22,features,feature,NNS,*))))),_,_,_,_,_,PP_skipped
cardboard,199_1,23,;,;,:,*,_,_,_,_,_,PP_skipped
cardboard,199_1,24,but,but,CC,*,_,_,_,_,_,PP_skipped
cardboard,199_1,25,I,I,PRP,(S(NP*),_,I,_,I,_,PP_skipped
cardboard,199_1,26,could,could,MD,(VP*,_,could,could,could,_,PP_skipped
cardboard,199_1,27,see,see,VB,(VP*,_,see,_,see,_,PP_skipped
cardboard,199_1,28,nothing,nothing,NN,(NP(NP*),nothing,_,_,_,_,PP_skipped
cardboard,199_1,29,which,which,WDT,(SBAR(WHNP*),_,which,_,which,_,PP_skipped
cardboard,199_1,30,could,could,MD,(S(VP*,_,could,_,could,_,PP_skipped
cardboard,199_1,31,account,account,VB,(VP*,_,account,_,account,_,PP_skipped
cardboard,199_1,32,for,for,IN,(PP*,_,for,_,for,_,PP_skipped
cardboard,199_1,33,my,my,PRP$,(NP(NP*,_,my,_,my,_,PP_skipped
cardboard,199_1,34,companion,companion,NN,*,_,companion,_,companion,_,PP_skipped
cardboard,199_1,35,'s,'s,POS,*),_,'s,_,_,FN,PP_skipped
cardboard,199_1,36,evident,evident,JJ,*,_,evident,_,_,FN,PP_skipped
cardboard,199_1,37,excitement,excitement,NN,*)))))))))),_,excitement,_,_,FN,PP_skipped
cardboard,199_1,38,.,.,.,*),_,_,_,_,_,PP_skipped
cardboard,247_1,0,Our,Our,PRP$,(S(NP*,_,_,_,_,_,MC_and_SC
cardboard,247_1,1,drive,drive,NN,*),_,_,_,_,_,MC_and_SC
cardboard,247_1,2,pulled,pull,VBD,(VP*,_,_,_,_,_,MC_and_SC
cardboard,247_1,3,up,up,RP,(PRT*),_,_,_,_,_,MC_and_SC
cardboard,247_1,4,at,at,IN,(PP*,_,_,_,_,_,MC_and_SC
